['1', 3, 4,6, 7, '10', '11', '15', '16', '17', '19', '20', '21', '23', '25', '26', '31', '37', '40', '41',
 '42', '43', '47', '48', '49', '52', '54', '56', '58', '60']

20,26,3,31,37,4,40,41

10,11,15,16,17,19,20,21

11,15,16,17,19,20,21,21

15,16,17,19,20,21,21,23

16,17,19,20,21,21,23,25

17,19,20,21,21,23,25,26

19,20,21,21,23,25,26,3

20,21,21,23,25,26,3,31

21,23,25,26,3,31,37,4

21,25,26,3,31,37,4,40

21,26,3,31,37,4,40,41

10,11,15,16,17,19,20,23

11,15,16,17,19,20,21,23

15,16,17,19,20,21,23,23

16,17,19,20,21,23,23,25

17,19,20,21,23,23,25,26

19,20,21,23,23,25,26,3

20,21,23,23,25,26,3,31

21,23,23,25,26,3,31,37

23,25,26,3,31,37,4,40

23,26,3,31,37,4,40,41

10,11,15,16,17,19,20,25

11,15,16,17,19,20,21,25

15,16,17,19,20,21,23,25

16,17,19,20,21,23,25,25

17,19,20,21,23,25,25,26

19,20,21,23,25,25,26,3

20,21,23,25,25,26,3,31

21,23,25,25,26,3,31,37

23,25,25,26,3,31,37,4

25,26,3,31,37,4,40,41

10,11,15,16,17,19,20,26

11,15,16,17,19,20,21,26

15,16,17,19,20,21,23,26

16,17,19,20,21,23,25,26

17,19,20,21,23,25,26,26

19,20,21,23,25,26,26,3

20,21,23,25,26,26,3,31

21,23,25,26,26,3,31,37

23,25,26,26,3,31,37,4

25,26,26,3,31,37,4,40

10,11,15,16,17,19,20,3

11,15,16,17,19,20,21,3

15,16,17,19,20,21,23,3

16,17,19,20,21,23,25,3

17,19,20,21,23,25,26,3

19,20,21,23,25,26,3,3

20,21,23,25,26,3,3,31

21,23,25,26,3,3,31,37

23,25,26,3,3,31,37,4

25,26,3,3,31,37,4,40

26,3,3,31,37,4,40,41

10,11,15,16,17,19,20,31

11,15,16,17,19,20,21,31

15,16,17,19,20,21,23,31

16,17,19,20,21,23,25,31

17,19,20,21,23,25,26,31

19,20,21,23,25,26,3,31

20,21,23,25,26,3,31,31

21,23,25,26,3,31,31,37

23,25,26,3,31,31,37,4

25,26,3,31,31,37,4,40

26,3,31,31,37,4,40,41

10,11,15,16,17,19,20,37

11,15,16,17,19,20,21,37

15,16,17,19,20,21,23,37

16,17,19,20,21,23,25,37

17,19,20,21,23,25,26,37

19,20,21,23,25,26,3,37

20,21,23,25,26,3,31,37

21,23,25,26,3,31,37,37

23,25,26,3,31,37,37,4

25,26,3,31,37,37,4,40

26,3,31,37,37,4,40,41

10,11,15,16,17,19,20,4

11,15,16,17,19,20,21,4

15,16,17,19,20,21,23,4

16,17,19,20,21,23,25,4

17,19,20,21,23,25,26,4

19,20,21,23,25,26,3,4

20,21,23,25,26,3,31,4

21,23,25,26,3,31,37,4

23,25,26,3,31,37,4,4

25,26,3,31,37,4,4,40

26,3,31,37,4,4,40,41

10,11,15,16,17,19,20,40

11,15,16,17,19,20,21,40

15,16,17,19,20,21,23,40

16,17,19,20,21,23,25,40

17,19,20,21,23,25,26,40

19,20,21,23,25,26,3,40

20,21,23,25,26,3,31,40

21,23,25,26,3,31,37,40

23,25,26,3,31,37,4,40

25,26,3,31,37,4,40,40

26,3,31,37,4,40,40,41

10,11,15,16,17,19,20,41

11,15,16,17,19,20,21,41

15,16,17,19,20,21,23,41

16,17,19,20,21,23,25,41

17,19,20,21,23,25,26,41

19,20,21,23,25,26,3,41

20,21,23,25,26,3,31,41

21,23,25,26,3,31,37,41

23,25,26,3,31,37,4,41

25,26,3,31,37,4,40,41

26,3,31,37,4,40,41,41

10,11,15,16,17,19,20,42

11,15,16,17,19,20,21,42

15,16,17,19,20,21,23,42

16,17,19,20,21,23,25,42

17,19,20,21,23,25,26,42

19,20,21,23,25,26,3,42

20,21,23,25,26,3,31,42

21,23,25,26,3,31,37,42

23,25,26,3,31,37,4,42

25,26,3,31,37,4,40,42

26,3,31,37,4,40,41,42

10,11,15,16,17,19,20,43

11,15,16,17,19,20,21,43

15,16,17,19,20,21,23,43

16,17,19,20,21,23,25,43

17,19,20,21,23,25,26,43

19,20,21,23,25,26,3,43

20,21,23,25,26,3,31,43

21,23,25,26,3,31,37,43

23,25,26,3,31,37,4,43

25,26,3,31,37,4,40,43

26,3,31,37,4,40,41,43

10,11,15,16,17,19,20,47

11,15,16,17,19,20,21,47

15,16,17,19,20,21,23,47

16,17,19,20,21,23,25,47

17,19,20,21,23,25,26,47

19,20,21,23,25,26,3,47

20,21,23,25,26,3,31,47

21,23,25,26,3,31,37,47

23,25,26,3,31,37,4,47

25,26,3,31,37,4,40,47

26,3,31,37,4,40,41,47

10,11,15,16,17,19,20,48

11,15,16,17,19,20,21,48

15,16,17,19,20,21,23,48

16,17,19,20,21,23,25,48

17,19,20,21,23,25,26,48

19,20,21,23,25,26,3,48

20,21,23,25,26,3,31,48

21,23,25,26,3,31,37,48

23,25,26,3,31,37,4,48

25,26,3,31,37,4,40,48

26,3,31,37,4,40,41,48

10,11,15,16,17,19,20,49

11,15,16,17,19,20,21,49

15,16,17,19,20,21,23,49

16,17,19,20,21,23,25,49

17,19,20,21,23,25,26,49

19,20,21,23,25,26,3,49

20,21,23,25,26,3,31,49

21,23,25,26,3,31,37,49

23,25,26,3,31,37,4,49

25,26,3,31,37,4,40,49

26,3,31,37,4,40,41,49


15,16,17,19,20,21,23,52

16,17,19,20,21,23,25,52

17,19,20,21,23,25,26,52

19,20,21,23,25,26,3,52

20,21,23,25,26,3,31,52

21,23,25,26,3,31,37,52

23,25,26,3,31,37,4,52

25,26,3,31,37,4,40,52

26,3,31,37,4,40,41,52

10,11,15,16,17,19,20,54

11,15,16,17,19,20,21,54

15,16,17,19,20,21,23,54

16,17,19,20,21,23,25,54

17,19,20,21,23,25,26,54

19,20,21,23,25,26,3,54

20,21,23,25,26,3,31,54

21,23,25,26,3,31,37,54

23,25,26,3,31,37,4,54

25,26,3,31,37,4,40,54

26,3,31,37,4,40,41,54

10,11,15,16,17,19,20,56

11,15,16,17,19,20,21,56

15,16,17,19,20,21,23,56

16,17,19,20,21,23,25,56

17,19,20,21,23,25,26,56

19,20,21,23,25,26,3,56

20,21,23,25,26,3,31,56

21,23,25,26,3,31,37,56

23,25,26,3,31,37,4,56

25,26,3,31,37,4,40,56

26,3,31,37,4,40,41,56

10,11,15,16,17,19,20,58

11,15,16,17,19,20,21,58

15,16,17,19,20,21,23,58

16,17,19,20,21,23,25,58

17,19,20,21,23,25,26,58

19,20,21,23,25,26,3,58

20,21,23,25,26,3,31,58

21,23,25,26,3,31,37,58

23,25,26,3,31,37,4,58

25,26,3,31,37,4,40,58

26,3,31,37,4,40,41,58

10,11,15,16,17,19,20,6

11,15,16,17,19,20,21,6

15,16,17,19,20,21,23,6

16,17,19,20,21,23,25,6

17,19,20,21,23,25,26,6

19,20,21,23,25,26,3,6

20,21,23,25,26,3,31,6

21,23,25,26,3,31,37,6

23,25,26,3,31,37,4,6

25,26,3,31,37,4,40,6

26,3,31,37,4,40,41,6

10,11,15,16,17,19,20,60

11,15,16,17,19,20,21,60

15,16,17,19,20,21,23,60

16,17,19,20,21,23,25,60

17,19,20,21,23,25,26,60

19,20,21,23,25,26,3,60

20,21,23,25,26,3,31,60

21,23,25,26,3,31,37,60

23,25,26,3,31,37,4,60

25,26,3,31,37,4,40,60

26,3,31,37,4,40,41,60

Combinações geradas:  308
Fim de tarefa




